Finger_1_Joint_1_Angle,Finger_1_Joint_2_Angle,Finger_1_Joint_3_Angle,Finger_2_Joint_1_Angle,Finger_2_Joint_2_Angle,Finger_2_Joint_3_Angle,Finger_3_Joint_1_Angle,Finger_3_Joint_2_Angle,Finger_3_Joint_3_Angle,Finger_4_Joint_1_Angle,Finger_4_Joint_2_Angle,Finger_4_Joint_3_Angle,Finger_5_Joint_1_Angle,Finger_5_Joint_2_Angle,Finger_5_Joint_3_Angle
148.01711218907752,172.3595932389731,178.67802434046303,178.89994620280876,176.4902554101615,175.73210669970888,176.69160813737673,166.67848716501152,172.82766111012373,179.32911989426896,159.64880680458165,172.51004731536761,177.81856010658254,171.25383773744468,167.47119229084848
148.01711218907752,172.05961807666935,175.76984929197053,178.8426669318708,174.8055710922652,176.22180229283822,177.09171182581943,167.07859085345518,172.82766111012373,180.0,160.31968691030963,172.63379610677404,179.37724431279406,165.96375653207352,171.20258929000883
146.2906344688513,175.5778113945721,179.83023522416488,178.8882543797868,179.08212211539572,173.62993558760343,177.52854919224743,164.87599269168933,177.39743779749992,179.70965225137388,160.31968691030963,172.63379610677404,179.7530369625727,168.4762782961027,168.69006752597966
147.61362745401874,174.2548184094049,179.35078382536565,179.50918579655627,179.14702411961662,173.95878731205104,177.2325696077324,167.45903532529508,172.82766111012373,178.09613218048347,160.97641661853643,170.55466438486926,176.60971077503518,171.1304738095092,168.69006752597966
147.75405800495605,173.9204110421615,177.51044707800074,179.54328135978523,179.1015873491955,173.51692630710292,177.1162162844773,167.45903532529508,172.82766111012373,178.09613218048347,160.97641661853643,173.1572265873692,178.1478958970344,169.59228868750992,168.0463218118044
149.6538357451064,173.9204110421615,179.83535740858972,179.43273359013705,175.03025927188972,175.997114113214,179.6282332514836,168.87806689987485,175.3078489162351,179.15053668400535,160.97641661853643,173.15722658736888,177.66511437346048,172.00465334662346,166.27770286686643
149.57963705799824,173.36163808121668,174.24036626433627,178.8766972859237,175.03025927188972,179.259147590611,177.6638556909301,165.2564371635293,177.39743779749992,178.62554423413886,160.97641661853643,170.55466438486926,178.86734859671247,166.97869055708517,171.35306829204688
146.0731744021131,175.93570201224804,177.17603971075764,178.8655783690229,175.03025927188972,179.259147590611,179.08288726551024,168.79656513477067,175.3893506813394,178.62554423413886,160.97641661853643,173.15722658736888,178.86734859671247,166.97869055708517,168.0463218118044
148.30106492207722,174.3058028498944,179.68519119261484,179.5321624428781,179.1015873491955,176.7789597844998,178.9637919013845,166.67546873810923,177.5104470780006,178.38756293022206,160.97641661853643,170.55466438486926,178.03791090885395,169.59228868750992,168.0463218118044
149.6538357451064,172.18141491652676,178.88450686790657,178.40885972880426,179.1015873491955,176.7789597844998,179.6282332514836,168.7208772269965,175.35202930861303,179.6636892548385,161.92389270342673,172.8749836510983,177.1886264054734,172.00465334662346,166.27770286686643
148.30106492207722,172.8484946194613,176.032081862013,178.97612613866244,178.40885972880497,174.28940686250036,177.6638556909301,167.37753356019073,175.3893506813394,177.2365726532888,157.5083133157831,175.23635830927387,178.78112476486749,168.4762782961027,171.35306829204688
147.22823564628573,172.8484946194613,178.96775530843357,178.8542371618255,177.51044707800045,176.48054696450473,179.20427644726072,168.79656513477067,175.3893506813394,178.86794573495857,160.97641661853643,173.15722658736888,179.6160128704139,166.97869055708517,170.59921995897608
148.30106492207722,172.8484946194613,178.60281897270232,178.8655783690229,177.51044707800045,176.48054696450473,179.5341909172346,169.126479604745,175.3893506813394,178.62554423413886,161.25865955480728,172.8749836510981,179.26390628844044,170.88864295521606,165.63395715269104
149.6538357451064,172.18141491652676,179.24944320363545,179.43273359014023,177.51044707800088,176.7789597844998,179.91549301184017,167.00538320808352,177.39743779749992,179.15053668400535,160.97641661853643,173.15722658736888,178.78112476486749,169.69515353123407,167.47119229084836
145.93274385117584,174.14398641457106,178.60281897270232,179.43273359014023,177.51044707800088,176.7789597844998,178.14741311806094,165.61860540890942,177.5104470780006,178.62554423413886,161.25865955480728,170.27242144859855,178.78112476486749,168.4762782961027,168.0463218118044
148.30106492207722,172.8484946194613,178.60281897270232,178.92512829094937,178.36342295838287,174.28940686250036,179.41280173548296,169.126479604745,175.3893506813394,178.38756293022206,158.89728489663165,175.23635830927387,178.86734859671247,165.8602599330927,169.80849814997234
148.30106492207722,174.64021021713788,174.48626938760717,178.8766972859224,177.39743779750034,179.74015697639106,179.41280173548296,169.126479604745,175.27634140083882,178.38756293022206,158.89728489663165,172.74680538727486,179.63506366426947,168.4762782961027,168.69006752597966
148.91854482593848,170.87649754460688,176.3137697572148,178.8655783690229,177.51044707800088,176.7789597844998,177.59473785311243,165.61860540890942,177.39743779749992,178.33461479706432,160.97641661853643,173.15722658736888,177.77038899915985,169.59228868750992,168.69006752597966
146.68613047895784,172.18141491652676,176.5596728804854,178.8655783690229,177.51044707800088,176.48054696450473,177.2325696077324,165.2564371635293,177.5104470780006,178.9998479456825,161.92389270342673,170.27242144859855,179.26390628844044,168.4762782961027,168.69006752597966
149.99137410173,170.87649754460688,178.88450686790657,178.8766972859237,180.0,174.2894068625005,178.5352478590563,168.79656513477067,175.3893506813394,178.09613218048347,160.97641661853643,170.55466438486926,179.88202670168488,168.11134196037207,168.69006752597966
150.27222575025064,174.64021021713788,177.17603971075764,180.0,177.39743779750034,179.58977469832047,179.6282332514836,168.79656513477067,175.27634140083882,179.4270613023193,162.39881863221436,173.15722658736888,177.66511437346048,169.59228868750992,168.0463218118044
147.22823564628573,172.56680672425964,178.096361282958,179.43829466743034,177.39743779750034,176.89196906500035,179.08288726551024,168.79656513477067,175.3893506813394,179.9520537522004,162.39881863221436,170.55466438486926,179.15392130025953,168.4762782961027,168.69006752597966
149.88203114379763,172.6154936702418,174.82067675485018,179.43273359014023,177.39743779750034,176.89196906500035,179.20427644726072,168.79656513477067,172.68447469560354,179.37706614209134,161.72793852648633,167.96279767963438,179.26390628844044,168.4762782961027,168.69006752597966
147.61362745401874,173.9204110421615,174.82067675485018,179.43273359014023,177.51044707800088,176.48054696450473,179.20427644726072,166.67546873810923,177.5104470780006,179.70965225137388,160.12996647948438,172.82351653759952,179.26390628844044,168.4762782961027,168.0463218118044
148.30106492207722,172.8484946194613,176.27798498528352,179.43829466743034,180.0,173.99099404250566,177.28341121909017,164.87599269168933,177.5104470780006,178.62554423413886,158.70756446580629,172.82351653759952,179.63506366426947,168.4762782961027,168.0463218118044
147.22823564628573,172.8484946194613,178.96775530843357,179.4270613023193,177.51044707800088,176.48054696450473,179.20427644726072,168.87806689987485,175.3078489162351,179.70965225137388,160.12996647948438,172.82351653759952,179.26390628844044,168.4762782961027,168.69006752597966
148.68645672981032,172.463102811728,176.27798498528352,180.0,177.51044707800088,176.48054696450473,177.9089936640867,165.2564371635293,177.5104470780006,178.86794573495857,158.70756446580629,172.82351653759952,179.26390628844044,168.4762782961027,168.69006752597966
147.61362745401874,170.65313512589853,179.92097138871475,179.4270613023193,177.51044707800088,176.48054696450473,177.9089936640867,165.2564371635293,175.03025927188972,179.70965225137388,162.6810615684852,167.6805547433634,179.26390628844044,168.4762782961027,168.69006752597966
147.22823564628573,172.8484946194613,178.96775530843357,179.4270613023193,180.0,171.02737338510363,179.32802523866536,168.79656513477067,172.90916287522805,179.70965225137388,160.31968691030963,172.63379610677404,179.26390628844044,168.4762782961027,168.69006752597966
147.22823564628573,172.8484946194613,178.60281897270232,179.43273359014023,177.51044707800088,176.48054696450473,179.20427644726072,166.67546873810923,177.5104470780006,179.9520537522004,162.39881863221436,167.96279767963438,178.1478958970344,169.59228868750992,168.69006752597966
148.68645672981032,172.463102811728,178.60281897270232,179.43273359014023,177.51044707800088,176.48054696450473,179.20427644726072,168.79656513477067,172.90916287522805,178.09613218048347,158.89728489663165,172.63379610677404,178.1478958970344,169.59228868750992,168.69006752597966
148.30106492207722,172.8484946194613,178.37804917815905,178.8655783690229,180.0,173.99099404250566,178.6516011823121,168.79656513477067,175.27634140083882,179.51853419416472,162.6810615684852,167.6805547433634,179.8775733070227,168.4762782961027,168.69006752597966
146.11942351852576,172.8484946194613,178.85750057695526,177.21766012020896,175.87387003638392,173.51692630710292,178.7702258151214,168.87806689987485,172.82766111012373,179.7570168107361,160.31968691030963,172.63379610677404,179.37724431279406,168.4762782961027,165.43812192561595
148.57711377187786,172.463102811728,178.96775530843357,179.4270613023193,180.0,171.02737338510363,179.32802523866536,166.67546873810923,177.39743779749992,179.70965225137388,160.31968691030963,172.63379610677404,179.12516794818916,163.43392410149033,172.23483398157464
145.93274385117584,174.14398641457106,178.85750057695526,179.43273359014023,177.51044707800088,176.48054696450473,178.85750057695398,166.32869286780416,175.03025927188972,179.7570168107361,160.31968691030963,170.2666175811635,179.7530369625727,168.4762782961027,168.0463218118044
150.54701607329434,171.56992248354,178.60281897270232,179.43273359013705,177.39743779750034,176.89196906500035,178.73611139520474,166.32869286780416,175.03025927188972,179.51853419416472,160.31968691030963,170.04192940153897,179.8775733070227,167.35784767211015,167.08218715606608
149.26844393737332,172.8484946194613,175.76984929197053,179.43829466743034,177.51044707800088,176.48054696450473,179.79305019997855,169.92062766928066,172.90916287522805,179.51853419416472,160.31968691030963,170.04192940153897,179.8775733070227,168.4762782961027,165.43812192561595
148.30106492207722,172.8484946194613,178.85750057695526,178.8655783690229,177.39743779750034,176.89196906500035,177.6386253418249,166.32869286780416,174.8055710922654,178.98473802833163,160.31968691030963,170.04192940153897,179.38394009160237,164.9315118405078,172.23483398157464
150.54701607329434,171.56992248354,178.85750057695526,179.43829466743034,177.39743779750034,176.89196906500035,178.5352478590563,166.67546873810923,174.8055710922652,179.51853419416472,157.9419892499723,172.4196270618764,179.8775733070227,164.9315118405078,169.50852298766853
148.30106492207722,172.8484946194613,178.85750057695526,178.8655783690229,177.39743779750034,176.89196906500035,177.6386253418249,166.32869286780416,174.8055710922654,178.98473802833163,157.9419892499723,172.1737239386058,179.38394009160237,165.96375653207352,170.55884357583352
148.19172196414488,172.8484946194613,178.85750057695526,179.43273359014023,177.39743779750034,176.89196906500035,178.30482531200678,166.32869286780416,175.03025927188972,179.7570168107361,157.9419892499723,172.4196270618764,178.19435275636212,170.0349625023135,165.43812192561595
148.30106492207722,171.0385269336318,176.56808149232975,179.43273359013705,177.39743779750034,176.59355624500554,178.6516011823121,166.67546873810923,174.8055710922654,179.51853419416472,157.9419892499723,172.4196270618764,179.38394009160237,167.35784767211015,167.08218715606608
148.19172196414488,172.8484946194613,178.37804917815905,177.2290013274062,175.76086075588336,176.59355624500554,179.77566371681863,167.7995312726191,174.8055710922654,179.2191859277775,160.31968691030963,170.04192940153897,178.19435275636212,168.916531878321,167.08218715606608
148.19172196414488,172.8484946194613,178.37804917815905,179.42706130231676,177.39743779750034,176.59355624500554,178.7702258151214,166.67546873810923,172.5685920288275,179.7570168107361,157.9419892499723,172.1737239386058,178.19435275636212,170.0349625023135,165.43812192561595
151.55079788617164,171.56992248354,178.37804917815905,179.43273359014023,177.51044707800088,176.48054696450473,178.30482531200678,166.32869286780416,175.03025927188972,179.7570168107361,157.9419892499723,172.4196270618764,178.19435275636212,170.0349625023135,165.96375653207355
151.96253492990346,171.15818543980848,178.37804917815905,179.43273359014023,180.0,173.99099404250566,178.6516011823121,166.67546873810923,174.8055710922652,179.7570168107361,157.9419892499723,172.4196270618764,178.26123392138715,167.0797669234808,168.4762782961027
149.26844393737332,174.99608004775985,176.4552335444049,177.2290013274062,175.87387003638392,176.48054696450473,179.77566371681863,167.79953127261922,175.03025927188992,179.2191859277775,160.31968691030963,169.79602627826827,179.75142984793908,165.96375653207352,168.4762782961027
148.97673395514073,175.93570201224804,177.56156488964723,180.0,177.51044707800088,176.48054696450473,179.20427644726072,164.47287057634333,177.008169254031,177.39743779750074,155.82089285331085,172.4196270618764,179.7530369625727,164.9315118405078,169.50852298766853
148.19172196414488,172.8484946194613,178.37804917815905,179.4270613023193,177.51044707800088,176.48054696450473,178.7702258151214,164.47287057634333,177.008169254031,179.08613670501288,157.2711091442443,172.1737239386058,177.81856010658254,168.916531878321,167.08218715606608
148.19172196414488,174.64021021713788,179.35078382536565,178.8655783690229,177.39743779750034,176.59355624500554,177.74987914280342,164.1260947060383,177.23285743365543,179.32557609388687,161.77492488864556,169.79602627826827,178.6898859458494,170.0349625023135,165.43812192561595
149.26844393737332,173.14846978176507,176.65805614273881,178.8655783690229,180.0,173.99099404250566,179.77566371681863,167.79953127261922,174.8055710922652,179.2191859277775,158.04559814158264,172.31601817026615,178.6898859458494,170.0349625023135,165.96375653207355
